LotArea,GrLivArea,OverallQuality,TotalBsmtSF,GarageCars,HouseAge,TotalBath,GarageType_BuiltIn,GarageType_Detchd,GarageType_Missing,GarageType_Other
0.02309004650727991,0.025058527703112805,0.3333333333333333,0.0,0.0,0.45652173913043476,0.2857142857142857,0.0,0.0,1.0,0.0
0.03842108953235644,0.05688025665481662,0.7777777777777777,0.511875,0.75,0.021739130434782608,0.5714285714285714,0.0,0.0,0.0,0.0
0.0219682628712987,0.019726003641723753,0.4444444444444445,0.24656250000000002,0.25,0.44927536231884063,0.2857142857142857,0.0,1.0,0.0,0.0
0.02161770548505457,0.027486343535940348,0.2222222222222222,0.1875,0.0,0.7246376811594203,0.2857142857142857,0.0,0.0,1.0,0.0
0.17669961906097362,0.04461111592820602,0.6666666666666665,0.4328125,0.5,0.40579710144927533,0.2857142857142857,0.0,0.0,0.0,0.0
0.035728808806001544,0.054192317697043274,0.4444444444444445,0.495,0.75,0.3115942028985507,0.5714285714285714,0.0,1.0,0.0,0.0
0.028540045338755288,0.038411514783664266,0.6666666666666665,0.3746875,0.5,0.028985507246376815,0.5714285714285714,0.0,0.0,0.0,0.0
0.035121176003178385,0.05505939478019596,0.6666666666666665,0.50125,0.5,0.028985507246376815,0.7142857142857142,0.0,0.0,0.0,0.0
0.010750426511486597,0.044827885198994194,0.5555555555555556,0.21375,0.25,0.7246376811594203,0.2857142857142857,0.0,1.0,0.0,0.0
0.09558531398256562,0.028353420619093034,0.4444444444444445,0.30875,0.5,0.40579710144927533,0.2857142857142857,0.0,0.0,0.0,0.0
0.04464698871205216,0.057964103008757484,0.5555555555555556,0.2996875,0.5,0.07246376811594203,0.7142857142857142,0.0,0.0,0.0,0.0
0.023847250461567222,0.0371976068672505,0.4444444444444445,0.18625,0.25,0.6521739130434783,0.2857142857142857,0.0,1.0,0.0,0.0
0.02309004650727991,0.04292031561605826,0.7777777777777777,0.41375,0.5,0.028985507246376815,0.5714285714285714,0.0,0.0,0.0,0.0
0.0293393161793919,0.04456776207404839,0.5555555555555556,0.42562500000000003,0.5,0.03623188405797102,0.5714285714285714,0.0,0.0,0.0,0.0
0.04928369440744116,0.07422179831787046,0.7777777777777777,0.639375,0.75,0.014492753623188415,0.7142857142857142,0.0,0.0,0.0,0.0
0.04821799995325901,0.03286222145148704,0.4444444444444445,0.34125,0.25,0.3478260869565218,0.2857142857142857,0.0,0.0,0.0,0.0
0.027577181051204748,0.03060782103529004,0.3333333333333333,0.0,0.5,0.43478260869565216,0.2857142857142857,0.0,1.0,0.0,0.0
0.06036598191123887,0.08852857018988988,0.7777777777777777,0.361875,0.75,0.03623188405797102,1.0,1.0,0.0,0.0,0.0
0.031021991633363714,0.029003728431457553,0.5555555555555556,0.3134375,0.5,0.18840579710144928,0.2857142857142857,0.0,1.0,0.0,0.0
0.026174951506228235,0.019249111245989766,0.4444444444444445,0.23125,0.25,0.5072463768115941,0.2857142857142857,0.0,1.0,0.0,0.0
0.0267919325060179,0.02640249718199948,0.4444444444444445,0.2946875,0.5,0.2246376811594203,0.2857142857142857,0.0,1.0,0.0,0.0
0.03014793521699502,0.04703893176103356,0.7777777777777777,0.1275,0.5,0.05797101449275362,0.7142857142857142,1.0,0.0,0.0,0.0
0.027577181051204748,0.050637301656117226,0.6666666666666665,0.2425,0.25,0.572463768115942,0.42857142857142855,0.0,0.0,0.0,0.0
0.06546542335647013,0.06251625769530912,0.7777777777777777,0.54125,0.75,0.028985507246376815,0.5714285714285714,0.0,0.0,0.0,0.0
0.02925985650517656,0.03060782103529004,0.4444444444444445,0.325,0.25,0.3695652173913044,0.2857142857142857,0.0,0.0,0.0,0.0
0.02897941059618126,0.03442296020116188,0.3333333333333333,0.218125,0.5,0.6521739130434783,0.2857142857142857,0.0,1.0,0.0,0.0
0.035415644207623456,0.02089655770397988,0.3333333333333333,0.255,0.25,0.5217391304347826,0.2857142857142857,0.0,1.0,0.0,0.0
0.0398186449788497,0.02453828145322119,0.4444444444444445,0.275625,0.25,0.3115942028985507,0.2857142857142857,0.0,1.0,0.0,0.0
0.04692794877188062,0.03754443770051158,0.5555555555555556,0.375,0.25,0.6304347826086957,0.2857142857142857,0.0,1.0,0.0,0.0
0.014957115146416133,0.03858493020029481,0.5555555555555556,0.3825,0.5,0.07971014492753624,0.5714285714285714,0.0,0.0,0.0,0.0
0.02897941059618126,0.058094164571230386,0.6666666666666665,0.254375,0.5,0.07246376811594203,0.7142857142857142,0.0,0.0,0.0,0.0
0.014957115146416133,0.051417671030954654,0.4444444444444445,0.24781250000000002,0.25,0.5652173913043478,0.2857142857142857,0.0,1.0,0.0,0.0
0.03666362850265255,0.05076736321859014,0.4444444444444445,0.2759375,0.25,0.5072463768115941,0.2857142857142857,0.0,1.0,0.0,0.0
0.0028979410596181258,0.04469782363652129,0.4444444444444445,0.2390625,0.5,0.28260869565217395,0.42857142857142855,0.0,1.0,0.0,0.0
0.001776157423636916,0.03832480707534899,0.5555555555555556,0.21,0.0,0.28260869565217395,0.42857142857142855,0.0,0.0,1.0,0.0
0.03879501741101685,0.09494494060521981,0.7777777777777777,0.7887500000000001,0.5,0.21014492753623193,0.7142857142857142,0.0,0.0,0.0,0.0
0.04650727990838767,0.06294979623688546,0.6666666666666665,0.28750000000000003,0.5,0.06521739130434782,0.7142857142857142,0.0,0.0,0.0,0.0
0.042721260136951086,0.05224139425994971,0.4444444444444445,0.203125,0.5,0.7681159420289855,0.5714285714285714,0.0,1.0,0.0,0.0
0.03161092804225385,0.05878782623775254,0.5555555555555556,0.28875,0.5,0.07246376811594203,0.7142857142857142,0.0,0.0,0.0,0.0
0.0030521863095655417,0.028310066764935405,0.5555555555555556,0.1509375,0.25,0.26811594202898553,0.42857142857142855,0.0,1.0,0.0,0.0
0.029390731262707706,0.06364345790340761,0.6666666666666665,0.24781250000000002,0.25,0.6521739130434783,0.42857142857142855,0.0,1.0,0.0,0.0
0.03828086657785879,0.05393219457209747,0.5555555555555556,0.251875,0.25,0.5,0.2857142857142857,0.0,0.0,0.0,0.0
0.04931641309682395,0.04803607040665915,0.6666666666666665,0.445,0.5,0.1449275362318841,0.5714285714285714,0.0,0.0,0.0,0.0
0.06976559396106477,0.09182346310587011,0.7777777777777777,0.32125,0.5,0.08695652173913045,0.7142857142857142,1.0,0.0,0.0,0.0
0.03599055832106382,0.07045001300615625,0.7777777777777777,0.34,0.75,0.028985507246376815,0.7142857142857142,0.0,0.0,0.0,0.0
0.04925564981654163,0.06303650394520073,0.7777777777777777,0.5478125,0.5,0.06521739130434782,0.5714285714285714,0.0,0.0,0.0,0.0
0.05636962770805581,0.02731292811930981,0.4444444444444445,0.27375,0.5,0.644927536231884,0.2857142857142857,0.0,1.0,0.0,0.0
0.027577181051204748,0.03060782103529004,0.4444444444444445,0.0,0.5,0.43478260869565216,0.2857142857142857,0.0,1.0,0.0,0.0
0.030732197527401903,0.039842191970866206,0.6666666666666665,0.38656250000000003,0.5,0.10869565217391304,0.5714285714285714,0.0,0.0,0.0,0.0
0.03987006006216551,0.04131622301222579,0.4444444444444445,0.3321875,0.5,0.3695652173913044,0.2857142857142857,0.0,1.0,0.0,0.0
0.03599055832106382,0.022977542703546346,0.3333333333333333,0.27,0.5,0.28260869565217395,0.2857142857142857,0.0,1.0,0.0,0.0
0.0462642267872584,0.09407786352206711,0.8888888888888888,0.350625,0.75,0.03623188405797102,0.7142857142857142,1.0,0.0,0.0,0.0
0.04383369557596578,0.11003208185207665,0.7777777777777777,0.5259375000000001,0.5,0.13043478260869568,0.7142857142857142,0.0,0.0,0.0,0.0
0.05376615485288275,0.05029047082285615,0.6666666666666665,0.466875,0.5,0.05797101449275362,0.5714285714285714,0.0,0.0,0.0,0.0
0.03207833789057935,0.035116621867684036,0.4444444444444445,0.3575,0.25,0.3695652173913044,0.2857142857142857,0.0,0.0,0.0,0.0
0.02161770548505457,0.034553021763634784,0.3333333333333333,0.2834375,0.5,0.5289855072463768,0.2857142857142857,0.0,1.0,0.0,0.0
0.05749141134403702,0.08683776987774214,0.4444444444444445,0.206875,0.5,0.7971014492753623,0.5714285714285714,0.0,1.0,0.0,0.0
0.04890976652878076,0.08393306164918062,0.7777777777777777,0.36,0.75,0.07971014492753624,0.7142857142857142,0.0,0.0,0.0,0.0
0.04725046156722522,0.05991502644585103,0.4444444444444445,0.24,0.25,0.4420289855072464,0.42857142857142855,0.0,0.0,0.0,0.0
0.019163803781345672,0.04508800832394,0.3333333333333333,0.2625,0.25,0.6521739130434783,0.2857142857142857,0.0,1.0,0.0,0.0
0.03477529271541751,0.022804127286915808,0.4444444444444445,0.2625,0.5,0.2028985507246377,0.2857142857142857,0.0,1.0,0.0,0.0
0.017294164388043654,0.05883118009191017,0.4444444444444445,0.320625,0.25,0.6231884057971014,0.5714285714285714,0.0,1.0,0.0,0.0
0.03262988151160345,0.022977542703546346,0.4444444444444445,0.27,0.25,0.32608695652173914,0.2857142857142857,0.0,1.0,0.0,0.0
0.020659515295987287,0.034553021763634784,0.4444444444444445,0.21125,0.25,0.5,0.42857142857142855,0.0,1.0,0.0,0.0
0.011199139965879082,0.032688806034856493,0.7777777777777777,0.335625,0.5,0.17391304347826086,0.42857142857142855,0.0,0.0,0.0,0.0
0.012699525579003949,0.039712130408393304,0.6666666666666665,0.1953125,0.5,0.028985507246376815,0.7142857142857142,0.0,1.0,0.0,0.0
0.02597863936993152,0.05692361050897425,0.5555555555555556,0.251875,0.25,0.6884057971014492,0.42857142857142855,0.0,1.0,0.0,0.0
0.04747481829442146,0.046735454781930114,0.5555555555555556,0.435,0.5,0.1594202898550725,0.5714285714285714,0.0,0.0,0.0,0.0
0.05689312673818037,0.08922223185641204,1.0,0.7475,0.75,0.05072463768115944,0.5714285714285714,0.0,0.0,0.0,0.0
0.007945967421533572,0.03858493020029481,0.5555555555555556,0.19125,0.5,0.007246376811594207,0.7142857142857142,0.0,1.0,0.0,0.0
0.053294070906073986,0.023757912078383767,0.4444444444444445,0.0,0.25,0.391304347826087,0.2857142857142857,0.0,1.0,0.0,0.0
0.04131903059197457,0.044047515824156766,0.5555555555555556,0.3325,0.5,0.26086956521739135,0.5714285714285714,0.0,0.0,0.0,0.0
0.04861062422585244,0.06108558050810717,0.5555555555555556,0.21937500000000001,0.5,0.30434782608695654,0.5714285714285714,0.0,0.0,0.0,0.0
0.06272640164528268,0.12589959247377092,0.7777777777777777,0.6353125000000001,0.75,0.10869565217391304,0.7142857142857142,0.0,0.0,0.0,0.0
0.020566033326322185,0.0336859446804821,0.6666666666666665,0.17875,0.25,0.608695652173913,0.2857142857142857,0.0,1.0,0.0,0.0
0.03873425413073453,0.036070406659151996,0.6666666666666665,0.2675,0.5,0.03623188405797102,0.5714285714285714,0.0,0.0,0.0,0.0
0.0219682628712987,0.051504378739269926,0.4444444444444445,0.315,0.0,0.608695652173913,0.5714285714285714,0.0,0.0,1.0,0.0
0.04068802729673514,0.07318130581808723,0.6666666666666665,0.3625,0.5,0.2391304347826087,0.7142857142857142,0.0,0.0,0.0,0.0
0.0285073266493725,0.07005982831873754,0.6666666666666665,0.3046875,0.5,0.09420289855072465,0.7142857142857142,0.0,1.0,0.0,0.0
0.02811002827829582,0.03893176103355589,0.6666666666666665,0.385,0.5,0.021739130434782608,0.5714285714285714,0.0,0.0,0.0,0.0
0.0614643950548038,0.07747333737969306,0.8888888888888888,0.6628125,0.75,0.028985507246376815,0.7142857142857142,0.0,0.0,0.0,0.0
0.04767580452920143,0.05835428769617619,0.4444444444444445,0.525,0.5,0.24637681159420294,0.5714285714285714,0.0,1.0,0.0,0.0
0.04358596835635327,0.036373883638255444,0.6666666666666665,0.3290625,0.5,0.26086956521739135,0.5714285714285714,0.0,0.0,0.0,0.0
0.03539227371520718,0.025058527703112805,0.4444444444444445,0.28500000000000003,0.5,0.32608695652173914,0.2857142857142857,0.0,1.0,0.0,0.0
0.034120918927761805,0.04517471603225527,0.5555555555555556,0.24375,0.25,0.5289855072463768,0.5714285714285714,0.0,1.0,0.0,0.0
0.04847040127135478,0.06810890488164398,0.8888888888888888,0.5953125,0.75,0.028985507246376815,0.5714285714285714,0.0,0.0,0.0,0.0
0.03339643366285727,0.018815572704413423,0.4444444444444445,0.24,0.5,0.2753623188405797,0.2857142857142857,0.0,1.0,0.0,0.0
0.019074995910163827,0.042139946241220846,0.5555555555555556,0.408125,0.5,0.03623188405797102,0.5714285714285714,0.0,0.0,0.0,0.0
